hcp_id,hcp_uci,one_key,twitter_id,twitter_hander,annotation_date,country_code,specialty_group
depricated,000000000006525594,depricated,1245286021887123456,MirjanaSefik,27-03-2023 00:00,RS,RHEUMATOLOGY
depricated,000000000006525784,depricated,1268835328472817664,MirjanaVeseli10,28-03-2023 00:00,RS,RHEUMATOLOGY
depricated,000000000006526109,depricated,1472995156454481920,AleksandraKadic,28-03-2023 00:00,RS,RHEUMATOLOGY
