hcp_id,hcp_uci,one_key,twitter_id,twitter_hander,annotation_date,country_code,specialty_group
depricated,000000000018406662,depricated,188893465,DrRisD,24-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000018406664,depricated,526833087,miroslavjeremic,23-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000018406666,depricated,3298062293,sinisababovic,23-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000018406673,depricated,37057417,vdzina,23-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000019237367,depricated,221683887,jmrsic1,23-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000019245342,depricated,396872144,IticTodorovic,28-03-2023 00:00,RS,OPHTHALMOLOGY
depricated,000000000019517357,depricated,1505317660501942277,SabinaFSFS,23-03-2023 00:00,RS,OPHTHALMOLOGY
